Gene stable ID	Gene stable ID version	Gene name	NCBI gene (formerly Entrezgene) ID
ENSG00000074370	ENSG00000074370.18	ATP2A3	489
ENSG00000110911	ENSG00000110911.17	SLC11A2	4891
ENSG00000213281	ENSG00000213281.5	NRAS	4893
ENSG00000091129	ENSG00000091129.22	NRCAM	4897
ENSG00000078618	ENSG00000078618.23	NRDC	4898
ENSG00000106459	ENSG00000106459.15	NRF1	4899
ENSG00000070961	ENSG00000070961.17	ATP2B1	490
ENSG00000154146	ENSG00000154146.13	NRGN	4900
ENSG00000285493	ENSG00000285493.3	NRL	4901
ENSG00000129535	ENSG00000129535.13	NRL	4901
ENSG00000065978	ENSG00000065978.19	YBX1	4904
ENSG00000276262	ENSG00000276262.2	NSF	4905
ENSG00000278174	ENSG00000278174.3	NSF	4905
ENSG00000073969	ENSG00000073969.19	NSF	4905
ENSG00000135318	ENSG00000135318.12	NT5E	4907
ENSG00000065057	ENSG00000065057.9	NTHL1	4913
ENSG00000162733	ENSG00000162733.19	DDR2	4921
ENSG00000101188	ENSG00000101188.5	NTSR1	4923
ENSG00000182700	ENSG00000182700.5	IGIP	492311
ENSG00000104805	ENSG00000104805.17	NUCB1	4924
ENSG00000070081	ENSG00000070081.18	NUCB2	4925
ENSG00000137497	ENSG00000137497.19	NUMA1	4926
ENSG00000108559	ENSG00000108559.13	NUP88	4927
ENSG00000110713	ENSG00000110713.18	NUP98	4928
ENSG00000153234	ENSG00000153234.16	NR4A2	4929
ENSG00000058668	ENSG00000058668.16	ATP2B4	493
ENSG00000143748	ENSG00000143748.18	NVL	4931
ENSG00000101850	ENSG00000101850.13	GPR143	4935
ENSG00000183513	ENSG00000183513.9	COA5	493753
ENSG00000089127	ENSG00000089127.15	OAS1	4938
ENSG00000292174	ENSG00000292174.1	HCG11	493812
ENSG00000228223	ENSG00000228223.3	HCG11	493812
ENSG00000145354	ENSG00000145354.12	CISD2	493856
ENSG00000186714	ENSG00000186714.13	CCDC73	493860
ENSG00000255150	ENSG00000255150.2	EID3	493861
ENSG00000111335	ENSG00000111335.14	OAS2	4939
ENSG00000254860	ENSG00000254860.7	TMEM9B-AS1	493900
ENSG00000144362	ENSG00000144362.12	PHOSPHO2	493911
ENSG00000111331	ENSG00000111331.14	OAS3	4940
ENSG00000213516	ENSG00000213516.10	RBMXL1	494115
ENSG00000143942	ENSG00000143942.5	CHAC2	494143
ENSG00000065154	ENSG00000065154.12	OAT	4942
ENSG00000068354	ENSG00000068354.16	TBC1D25	4943
ENSG00000283935	ENSG00000283935.1	MIR423	494335
ENSG00000199032	ENSG00000199032.1	MIR425	494337
ENSG00000204311	ENSG00000204311.15	PJVK	494513
ENSG00000104904	ENSG00000104904.12	OAZ1	4946
ENSG00000180304	ENSG00000180304.14	OAZ2	4947
ENSG00000122126	ENSG00000122126.18	OCRL	4952
ENSG00000115758	ENSG00000115758.14	ODC1	4953
ENSG00000136811	ENSG00000136811.17	ODF2	4957
ENSG00000291355	ENSG00000291355.1	OMD	4958
ENSG00000127083	ENSG00000127083.8	OMD	4958
ENSG00000105953	ENSG00000105953.16	OGDH	4967
ENSG00000114026	ENSG00000114026.22	OGG1	4968
ENSG00000291350	ENSG00000291350.1	OGN	4969
ENSG00000106809	ENSG00000106809.11	OGN	4969
ENSG00000255833	ENSG00000255833.2	TIFAB	497189
ENSG00000245573	ENSG00000245573.9	BDNF-AS	497258
ENSG00000173391	ENSG00000173391.9	OLR1	4973
ENSG00000291720	ENSG00000291720.1	OMG	4974
ENSG00000126861	ENSG00000126861.5	OMG	4974
ENSG00000198836	ENSG00000198836.11	OPA1	4976
ENSG00000177576	ENSG00000177576.12	C18orf32	497661
ENSG00000152234	ENSG00000152234.16	ATP5F1A	498
ENSG00000079482	ENSG00000079482.14	OPHN1	4983
ENSG00000173276	ENSG00000173276.14	ZBTB21	49854
ENSG00000140386	ENSG00000140386.13	SCAPER	49855
ENSG00000116213	ENSG00000116213.16	WRAP73	49856
ENSG00000171217	ENSG00000171217.5	CLDN20	49861
ENSG00000277044	ENSG00000277044.3	OPRL1	4987
ENSG00000125510	ENSG00000125510.18	OPRL1	4987
ENSG00000112038	ENSG00000112038.18	OPRM1	4988
ENSG00000085840	ENSG00000085840.13	ORC1	4998
ENSG00000115942	ENSG00000115942.9	ORC2	4999
ENSG00000100412	ENSG00000100412.17	ACO2	50
ENSG00000115947	ENSG00000115947.14	ORC4	5000
ENSG00000164815	ENSG00000164815.11	ORC5	5001
ENSG00000276130	ENSG00000276130.4	SLC22A18	5002
ENSG00000110628	ENSG00000110628.16	SLC22A18	5002
ENSG00000274454	ENSG00000274454.4	SLC22A18AS	5003
ENSG00000254827	ENSG00000254827.7	SLC22A18AS	5003
ENSG00000229314	ENSG00000229314.6	ORM1	5004
ENSG00000228278	ENSG00000228278.5	ORM2	5005
ENSG00000110048	ENSG00000110048.12	OSBP	5007
ENSG00000099985	ENSG00000099985.4	OSM	5008
ENSG00000164904	ENSG00000164904.18	ALDH7A1	501
ENSG00000085465	ENSG00000085465.13	OVGP1	5016
ENSG00000155463	ENSG00000155463.14	OXA1L	5018
ENSG00000083720	ENSG00000083720.13	OXCT1	5019
ENSG00000180914	ENSG00000180914.11	OXTR	5021
ENSG00000108405	ENSG00000108405.4	P2RX1	5023
ENSG00000135124	ENSG00000135124.16	P2RX4	5025
ENSG00000083454	ENSG00000083454.23	P2RX5	5026
ENSG00000089041	ENSG00000089041.17	P2RX7	5027
ENSG00000169860	ENSG00000169860.7	P2RY1	5028
ENSG00000175591	ENSG00000175591.12	P2RY2	5029
ENSG00000171631	ENSG00000171631.16	P2RY6	5031
ENSG00000244165	ENSG00000244165.2	P2RY11	5032
ENSG00000122884	ENSG00000122884.13	P4HA1	5033
ENSG00000185624	ENSG00000185624.16	P4HB	5034
ENSG00000268895	ENSG00000268895.6	A1BG-AS1	503538
ENSG00000170515	ENSG00000170515.14	PA2G4	5036
ENSG00000293329	ENSG00000293329.1	DUXAP9	503638
ENSG00000292986	ENSG00000292986.1	DUXAP10	503639
ENSG00000281234	ENSG00000281234.1	LOH12CR2	503693
ENSG00000205791	ENSG00000205791.4	LOH12CR2	503693
ENSG00000089220	ENSG00000089220.5	PEBP1	5037
ENSG00000151846	ENSG00000151846.9	PABPC3	5042
ENSG00000140564	ENSG00000140564.13	FURIN	5045
ENSG00000140479	ENSG00000140479.18	PCSK6	5046
ENSG00000007168	ENSG00000007168.14	PAFAH1B1	5048
ENSG00000048392	ENSG00000048392.13	RRM2B	50484
ENSG00000138375	ENSG00000138375.14	SMARCAL1	50485
ENSG00000123689	ENSG00000123689.6	G0S2	50486
ENSG00000141503	ENSG00000141503.17	MINK1	50488
ENSG00000168092	ENSG00000168092.14	PAFAH1B2	5049
ENSG00000079462	ENSG00000079462.8	PAFAH1B3	5050
ENSG00000158006	ENSG00000158006.14	PAFAH2	5051
ENSG00000139351	ENSG00000139351.15	SYCP3	50511
ENSG00000114631	ENSG00000114631.11	PODXL2	50512
ENSG00000171310	ENSG00000171310.11	CHST11	50515
ENSG00000117450	ENSG00000117450.15	PRDX1	5052
ENSG00000106366	ENSG00000106366.9	SERPINE1	5054
ENSG00000197632	ENSG00000197632.9	SERPINB2	5055
ENSG00000149269	ENSG00000149269.10	PAK1	5058
ENSG00000110955	ENSG00000110955.9	ATP5F1B	506
ENSG00000103522	ENSG00000103522.17	IL21R	50615
ENSG00000198399	ENSG00000198399.16	ITSN2	50618
ENSG00000023892	ENSG00000023892.12	DEF6	50619
ENSG00000180370	ENSG00000180370.10	PAK2	5062
ENSG00000138161	ENSG00000138161.14	CUZD1	50624
ENSG00000187954	ENSG00000187954.14	ZFTRAF1	50626
ENSG00000179409	ENSG00000179409.11	GEMIN4	50628
ENSG00000146205	ENSG00000146205.15	ANO7	50636
ENSG00000135241	ENSG00000135241.17	PNPLA8	50640
ENSG00000136002	ENSG00000136002.21	ARHGEF4	50649
ENSG00000163947	ENSG00000163947.12	ARHGEF3	50650
ENSG00000145730	ENSG00000145730.21	PAM	5066
ENSG00000113805	ENSG00000113805.9	CNTN3	5067
ENSG00000185345	ENSG00000185345.25	PRKN	5071
ENSG00000132716	ENSG00000132716.19	DCAF8	50717
ENSG00000274829	ENSG00000274829.4	PARN	5073
ENSG00000140694	ENSG00000140694.18	PARN	5073
ENSG00000177425	ENSG00000177425.11	PAWR	5074
ENSG00000007372	ENSG00000007372.25	PAX6	5080
ENSG00000104177	ENSG00000104177.20	MYEF2	50804
ENSG00000153317	ENSG00000153317.15	ASAP1	50807
ENSG00000147853	ENSG00000147853.17	AK3	50808
ENSG00000127483	ENSG00000127483.19	HP1BP3	50809
ENSG00000166503	ENSG00000166503.9	HDGFL3	50810
ENSG00000111652	ENSG00000111652.10	COPS7A	50813
ENSG00000292192	ENSG00000292192.1	NSDHL	50814
ENSG00000147383	ENSG00000147383.11	NSDHL	50814
ENSG00000136940	ENSG00000136940.14	PDCL	5082
ENSG00000277254	ENSG00000277254.1	TAS2R13	50838
ENSG00000273457	ENSG00000273457.1	TAS2R13	50838
ENSG00000212128	ENSG00000212128.2	TAS2R13	50838
ENSG00000277238	ENSG00000277238.2	TAS2R10	50839
ENSG00000272805	ENSG00000272805.1	TAS2R10	50839
ENSG00000121318	ENSG00000121318.3	TAS2R10	50839
ENSG00000276541	ENSG00000276541.2	TAS2R14	50840
ENSG00000261984	ENSG00000261984.1	TAS2R14	50840
ENSG00000212127	ENSG00000212127.6	TAS2R14	50840
ENSG00000158769	ENSG00000158769.19	F11R	50848
ENSG00000163519	ENSG00000163519.14	TRAT1	50852
ENSG00000136059	ENSG00000136059.16	VILL	50853
ENSG00000229300	ENSG00000229300.9	SNHG32	50854
ENSG00000226710	ENSG00000226710.9	SNHG32	50854
ENSG00000234728	ENSG00000234728.9	SNHG32	50854
ENSG00000206380	ENSG00000206380.11	SNHG32	50854
ENSG00000204387	ENSG00000204387.14	SNHG32	50854
ENSG00000102981	ENSG00000102981.10	PARD6A	50855
ENSG00000111729	ENSG00000111729.15	CLEC4A	50856
ENSG00000196104	ENSG00000196104.11	SPOCK3	50859
ENSG00000197457	ENSG00000197457.10	STMN3	50861
ENSG00000110315	ENSG00000110315.7	RNF141	50862
ENSG00000013583	ENSG00000013583.10	HEBP1	50865
ENSG00000185630	ENSG00000185630.20	PBX1	5087
ENSG00000232005	ENSG00000232005.7	PBX2	5089
ENSG00000237344	ENSG00000237344.7	PBX2	5089
ENSG00000225987	ENSG00000225987.7	PBX2	5089
ENSG00000206315	ENSG00000206315.9	PBX2	5089
ENSG00000236353	ENSG00000236353.7	PBX2	5089
ENSG00000224952	ENSG00000224952.7	PBX2	5089
ENSG00000204304	ENSG00000204304.12	PBX2	5089
ENSG00000165629	ENSG00000165629.20	ATP5F1C	509
ENSG00000167081	ENSG00000167081.18	PBX3	5090
ENSG00000173599	ENSG00000173599.15	PC	5091
ENSG00000166228	ENSG00000166228.9	PCBD1	5092
ENSG00000169564	ENSG00000169564.7	PCBP1	5093
ENSG00000081148	ENSG00000081148.12	IMPG2	50939
ENSG00000197111	ENSG00000197111.16	PCBP2	5094
ENSG00000049768	ENSG00000049768.18	FOXP3	50943
ENSG00000175198	ENSG00000175198.17	PCCA	5095
ENSG00000114054	ENSG00000114054.14	PCCB	5096
ENSG00000117500	ENSG00000117500.13	TMED5	50999
ENSG00000161533	ENSG00000161533.12	ACOX1	51
ENSG00000124786	ENSG00000124786.13	SLC35B3	51000
ENSG00000156469	ENSG00000156469.9	MTERF3	51001
ENSG00000291480	ENSG00000291480.1	TPRKB	51002
ENSG00000144034	ENSG00000144034.16	TPRKB	51002
ENSG00000108590	ENSG00000108590.11	MED31	51003
ENSG00000119723	ENSG00000119723.17	COQ6	51004
ENSG00000162066	ENSG00000162066.16	AMDHD2	51005
ENSG00000080189	ENSG00000080189.15	SLC35C2	51006
ENSG00000138303	ENSG00000138303.19	ASCC1	51008
ENSG00000072849	ENSG00000072849.11	DERL2	51009
ENSG00000184226	ENSG00000184226.15	PCDH9	5101
ENSG00000107371	ENSG00000107371.14	EXOSC3	51010
ENSG00000292086	ENSG00000292086.1	FAHD2A	51011
ENSG00000115042	ENSG00000115042.10	FAHD2A	51011
ENSG00000101166	ENSG00000101166.16	PRELID3B	51012
ENSG00000171311	ENSG00000171311.13	EXOSC1	51013
ENSG00000134970	ENSG00000134970.14	TMED7	51014
ENSG00000066583	ENSG00000066583.12	ISOC1	51015
ENSG00000285377	ENSG00000285377.2	EMC9	51016
ENSG00000100908	ENSG00000100908.14	EMC9	51016
ENSG00000067533	ENSG00000067533.6	RRP15	51018
ENSG00000120860	ENSG00000120860.11	WASHC3	51019
ENSG00000111906	ENSG00000111906.18	HDDC2	51020
ENSG00000182180	ENSG00000182180.14	MRPS16	51021
ENSG00000023572	ENSG00000023572.10	GLRX2	51022
ENSG00000163319	ENSG00000163319.11	MRPS18C	51023
ENSG00000214253	ENSG00000214253.9	FIS1	51024
ENSG00000282228	ENSG00000282228.1	PAM16	51025
ENSG00000217930	ENSG00000217930.8	PAM16	51025
ENSG00000111711	ENSG00000111711.10	GOLT1B	51026
ENSG00000178096	ENSG00000178096.9	BOLA1	51027
ENSG00000136100	ENSG00000136100.14	VPS36	51028
ENSG00000121644	ENSG00000121644.19	DESI2	51029
ENSG00000171928	ENSG00000171928.14	TVP23B	51030
ENSG00000167699	ENSG00000167699.14	GLOD4	51031
ENSG00000215704	ENSG00000215704.10	CELA2B	51032
ENSG00000162191	ENSG00000162191.14	UBXN1	51035
ENSG00000142684	ENSG00000142684.9	ZNF593	51042
ENSG00000160685	ENSG00000160685.14	ZBTB7B	51043
ENSG00000137558	ENSG00000137558.9	PI15	51050
ENSG00000112312	ENSG00000112312.10	GMNN	51053
ENSG00000293316	ENSG00000293316.1	PLEKHA8P1	51054
ENSG00000002549	ENSG00000002549.13	LAP3	51056
ENSG00000143951	ENSG00000143951.16	WDPCP	51057
ENSG00000164011	ENSG00000164011.18	ZNF691	51058
ENSG00000147724	ENSG00000147724.12	FAM135B	51059
ENSG00000285241	ENSG00000285241.2	PCK2	5106
ENSG00000100889	ENSG00000100889.12	PCK2	5106
ENSG00000117862	ENSG00000117862.13	TXNDC12	51060
ENSG00000153066	ENSG00000153066.13	TXNDC11	51061
ENSG00000198513	ENSG00000198513.14	ATL1	51062
ENSG00000138172	ENSG00000138172.11	CALHM2	51063
ENSG00000185088	ENSG00000185088.14	RPS27L	51065
ENSG00000139131	ENSG00000139131.13	YARS2	51067
ENSG00000169251	ENSG00000169251.13	NMD3	51068
ENSG00000112651	ENSG00000112651.12	MRPL2	51069
ENSG00000142546	ENSG00000142546.14	NOSIP	51070
ENSG00000023697	ENSG00000023697.13	DERA	51071
ENSG00000162959	ENSG00000162959.14	MEMO1	51072
ENSG00000105364	ENSG00000105364.14	MRPL4	51073
ENSG00000149089	ENSG00000149089.13	APIP	51074
ENSG00000213593	ENSG00000213593.10	TMX2	51075
ENSG00000119929	ENSG00000119929.13	CUTC	51076
ENSG00000119616	ENSG00000119616.11	FCF1	51077
ENSG00000176946	ENSG00000176946.13	THAP4	51078
ENSG00000186010	ENSG00000186010.19	NDUFA13	51079
ENSG00000078674	ENSG00000078674.20	PCM1	5108
ENSG00000125445	ENSG00000125445.11	MRPS7	51081
ENSG00000186184	ENSG00000186184.20	POLR1D	51082
ENSG00000165475	ENSG00000165475.15	CRYL1	51084
ENSG00000109790	ENSG00000109790.18	KLHL5	51088
ENSG00000102934	ENSG00000102934.10	PLLP	51090
ENSG00000109618	ENSG00000109618.13	SEPSECS	51091
ENSG00000149577	ENSG00000149577.17	SIDT2	51092
ENSG00000143303	ENSG00000143303.12	METTL25B	51093
ENSG00000159346	ENSG00000159346.13	ADIPOR1	51094
ENSG00000072756	ENSG00000072756.18	TRNT1	51095
ENSG00000011260	ENSG00000011260.14	UTP18	51096
ENSG00000143653	ENSG00000143653.10	SCCPDH	51097
ENSG00000101052	ENSG00000101052.13	IFT52	51098
ENSG00000011198	ENSG00000011198.10	ABHD5	51099
ENSG00000120265	ENSG00000120265.21	PCMT1	5110
ENSG00000097033	ENSG00000097033.15	SH3GLB1	51100
ENSG00000104427	ENSG00000104427.13	ZC2HC1A	51101
ENSG00000116353	ENSG00000116353.16	MECR	51102
ENSG00000137806	ENSG00000137806.10	NDUFAF1	51103
ENSG00000107362	ENSG00000107362.14	ABHD17B	51104
ENSG00000129292	ENSG00000129292.21	PHF20L1	51105
ENSG00000029639	ENSG00000029639.11	TFB1M	51106
ENSG00000117362	ENSG00000117362.13	APH1A	51107
ENSG00000284548	ENSG00000284548.3	METTL9	51108
ENSG00000197006	ENSG00000197006.15	METTL9	51108
ENSG00000072042	ENSG00000072042.13	RDH11	51109
ENSG00000132646	ENSG00000132646.11	PCNA	5111
ENSG00000147592	ENSG00000147592.9	LACTB2	51110
ENSG00000110066	ENSG00000110066.16	KMT5B	51111
ENSG00000171853	ENSG00000171853.16	TRAPPC12	51112
ENSG00000274891	ENSG00000274891.3	TRAPPC12	51112
ENSG00000188706	ENSG00000188706.13	ZDHHC9	51114
ENSG00000176623	ENSG00000176623.12	RMDN1	51115
ENSG00000122140	ENSG00000122140.13	MRPS2	51116
ENSG00000167113	ENSG00000167113.11	COQ4	51117
ENSG00000183520	ENSG00000183520.12	UTP11	51118
ENSG00000126524	ENSG00000126524.12	SBDS	51119
ENSG00000037241	ENSG00000037241.7	RPL26L1	51121
ENSG00000114744	ENSG00000114744.9	COMMD2	51122
ENSG00000120963	ENSG00000120963.12	ZNF706	51123
ENSG00000134049	ENSG00000134049.6	IER3IP1	51124
ENSG00000147533	ENSG00000147533.19	GOLGA7	51125
ENSG00000173418	ENSG00000173418.12	NAA20	51126
ENSG00000162931	ENSG00000162931.12	TRIM17	51127
ENSG00000152700	ENSG00000152700.14	SAR1B	51128
ENSG00000115239	ENSG00000115239.24	ASB3	51130
ENSG00000136147	ENSG00000136147.18	PHF11	51131
ENSG00000131263	ENSG00000131263.13	RLIM	51132
ENSG00000136636	ENSG00000136636.13	KCTD3	51133
ENSG00000173588	ENSG00000173588.16	CEP83	51134
ENSG00000198001	ENSG00000198001.16	IRAK4	51135
ENSG00000189050	ENSG00000189050.16	RNFT1	51136
ENSG00000138663	ENSG00000138663.9	COPS4	51138
ENSG00000125629	ENSG00000125629.16	INSIG2	51141
ENSG00000106153	ENSG00000106153.13	CHCHD2	51142
ENSG00000144635	ENSG00000144635.9	DYNC1LI1	51143
ENSG00000149084	ENSG00000149084.13	HSD17B12	51144
ENSG00000111653	ENSG00000111653.20	ING4	51147
ENSG00000167123	ENSG00000167123.20	CERCAM	51148
ENSG00000283918	ENSG00000283918.2	MRNIP	51149
ENSG00000161010	ENSG00000161010.16	MRNIP	51149
ENSG00000078808	ENSG00000078808.20	SDF4	51150
ENSG00000053372	ENSG00000053372.5	MRTO4	51154
ENSG00000189159	ENSG00000189159.16	JPT1	51155
ENSG00000213015	ENSG00000213015.9	ZNF580	51157
ENSG00000160299	ENSG00000160299.19	PCNT	5116
ENSG00000285339	ENSG00000285339.2	VPS28	51160
ENSG00000160948	ENSG00000160948.14	VPS28	51160
ENSG00000088543	ENSG00000088543.15	C3orf18	51161
ENSG00000138231	ENSG00000138231.14	DBR1	51163
ENSG00000132912	ENSG00000132912.13	DCTN4	51164
ENSG00000065615	ENSG00000065615.14	CYB5R4	51167
ENSG00000091536	ENSG00000091536.20	MYO15A	51168
ENSG00000198189	ENSG00000198189.11	HSD17B11	51170
ENSG00000103174	ENSG00000103174.13	NAGPA	51172
ENSG00000108423	ENSG00000108423.15	TUBD1	51174
ENSG00000074935	ENSG00000074935.14	TUBE1	51175
ENSG00000138795	ENSG00000138795.10	LEF1	51176
ENSG00000023902	ENSG00000023902.14	PLEKHO1	51177
ENSG00000106333	ENSG00000106333.13	PCOLCE	5118
ENSG00000169738	ENSG00000169738.8	DCXR	51181
ENSG00000187522	ENSG00000187522.16	HSPA14	51182
ENSG00000111231	ENSG00000111231.9	GPN3	51184
ENSG00000113851	ENSG00000113851.16	CRBN	51185
ENSG00000185222	ENSG00000185222.10	TCEAL9	51186
ENSG00000137876	ENSG00000137876.11	RSL24D1	51187
ENSG00000008324	ENSG00000008324.12	SS18L2	51188
ENSG00000131165	ENSG00000131165.16	CHMP1A	5119
ENSG00000138646	ENSG00000138646.9	HERC5	51191
ENSG00000217555	ENSG00000217555.13	CKLF	51192
ENSG00000121864	ENSG00000121864.10	ZNF639	51193
ENSG00000086200	ENSG00000086200.17	IPO11	51194
ENSG00000108352	ENSG00000108352.13	RAPGEFL1	51195
ENSG00000138193	ENSG00000138193.17	PLCE1	51196
ENSG00000100503	ENSG00000100503.27	NIN	51199
ENSG00000104219	ENSG00000104219.13	ZDHHC2	51201
ENSG00000213782	ENSG00000213782.7	DDX47	51202
ENSG00000137804	ENSG00000137804.14	NUSAP1	51203
ENSG00000136463	ENSG00000136463.9	TACO1	51204
ENSG00000162836	ENSG00000162836.12	ACP6	51205
ENSG00000276211	ENSG00000276211.4	GP6	51206
ENSG00000274566	ENSG00000274566.4	GP6	51206
ENSG00000275633	ENSG00000275633.4	GP6	51206
ENSG00000274050	ENSG00000274050.4	GP6	51206
ENSG00000278670	ENSG00000278670.4	GP6	51206
ENSG00000276065	ENSG00000276065.4	GP6	51206
ENSG00000275931	ENSG00000275931.4	GP6	51206
ENSG00000278316	ENSG00000278316.4	GP6	51206
ENSG00000277439	ENSG00000277439.4	GP6	51206
ENSG00000088053	ENSG00000088053.11	GP6	51206
ENSG00000182512	ENSG00000182512.5	GLRX5	51218
ENSG00000175426	ENSG00000175426.11	PCSK1	5122
ENSG00000165804	ENSG00000165804.16	ZNF219	51222
ENSG00000206181	ENSG00000206181.7	ELOA2	51224
ENSG00000108798	ENSG00000108798.9	ABI3	51225
ENSG00000005243	ENSG00000005243.10	COPZ2	51226
ENSG00000185808	ENSG00000185808.14	PIGP	51227
ENSG00000139433	ENSG00000139433.11	GLTP	51228
ENSG00000025293	ENSG00000025293.17	PHF20	51230
ENSG00000105053	ENSG00000105053.11	VRK3	51231
ENSG00000277354	ENSG00000277354.1	CRIM1	51232
ENSG00000150938	ENSG00000150938.10	CRIM1	51232
ENSG00000189269	ENSG00000189269.13	DRICH1	51233
ENSG00000128463	ENSG00000128463.13	EMC4	51234
ENSG00000235173	ENSG00000235173.7	HGH1	51236
ENSG00000170476	ENSG00000170476.16	MZB1	51237
ENSG00000213337	ENSG00000213337.9	ANKRD39	51239
ENSG00000133983	ENSG00000133983.16	COX16	51241
ENSG00000154781	ENSG00000154781.17	CCDC174	51244
ENSG00000164054	ENSG00000164054.17	SHISA5	51246
ENSG00000120727	ENSG00000120727.13	PAIP2	51247
ENSG00000120509	ENSG00000120509.12	PDZD11	51248
ENSG00000159596	ENSG00000159596.7	TMEM69	51249
ENSG00000099139	ENSG00000099139.14	PCSK5	5125
ENSG00000130349	ENSG00000130349.10	MTRES1	51250
ENSG00000122643	ENSG00000122643.23	NT5C3A	51251
ENSG00000116221	ENSG00000116221.15	MRPL37	51253
ENSG00000168894	ENSG00000168894.10	RNF181	51255
ENSG00000145979	ENSG00000145979.18	TBC1D7	51256
ENSG00000099785	ENSG00000099785.11	MARCHF2	51257
ENSG00000111639	ENSG00000111639.8	MRPL51	51258
ENSG00000187049	ENSG00000187049.11	TMEM216	51259
ENSG00000102390	ENSG00000102390.11	PBDC1	51260
ENSG00000185414	ENSG00000185414.20	MRPL30	51263
ENSG00000108826	ENSG00000108826.16	MRPL27	51264
ENSG00000006837	ENSG00000006837.12	CDKL3	51265
ENSG00000165682	ENSG00000165682.15	CLEC1B	51266
ENSG00000150048	ENSG00000150048.10	CLEC1A	51267
ENSG00000102225	ENSG00000102225.17	CDK16	5127
ENSG00000165006	ENSG00000165006.14	UBAP1	51271
ENSG00000177951	ENSG00000177951.18	BET1L	51272
ENSG00000109787	ENSG00000109787.13	KLF3	51274
ENSG00000234608	ENSG00000234608.9	MAPKAPK5-AS1	51275
ENSG00000180479	ENSG00000180479.15	ZNF571	51276
ENSG00000115137	ENSG00000115137.12	DNAJC27	51277
ENSG00000162783	ENSG00000162783.11	IER5	51278
ENSG00000288124	ENSG00000288124.1	C1RL	51279
ENSG00000139178	ENSG00000139178.12	C1RL	51279
ENSG00000059758	ENSG00000059758.8	CDK17	5128
ENSG00000135052	ENSG00000135052.16	GOLM1	51280
ENSG00000144504	ENSG00000144504.16	ANKMY1	51281
ENSG00000171222	ENSG00000171222.11	SCAND1	51282
ENSG00000275618	ENSG00000275618.2	BFAR	51283
ENSG00000103429	ENSG00000103429.11	BFAR	51283
ENSG00000196664	ENSG00000196664.5	TLR7	51284
ENSG00000181924	ENSG00000181924.7	COA4	51287
ENSG00000117266	ENSG00000117266.16	CDK18	5129
ENSG00000087502	ENSG00000087502.19	ERGIC2	51290
ENSG00000089639	ENSG00000089639.11	GMIP	51291
ENSG00000284752	ENSG00000284752.3	GMPR2	51292
ENSG00000100938	ENSG00000100938.19	GMPR2	51292
ENSG00000167775	ENSG00000167775.11	CD320	51293
ENSG00000113555	ENSG00000113555.6	PCDH12	51294
ENSG00000130159	ENSG00000130159.15	ECSIT	51295
ENSG00000110446	ENSG00000110446.12	SLC15A3	51296
ENSG00000124785	ENSG00000124785.9	NRN1	51299
ENSG00000099624	ENSG00000099624.8	ATP5F1D	513
ENSG00000161217	ENSG00000161217.12	PCYT1A	5130
ENSG00000113845	ENSG00000113845.10	TIMMDC1	51300
ENSG00000176928	ENSG00000176928.7	GCNT4	51301
ENSG00000134285	ENSG00000134285.11	FKBP11	51303
ENSG00000163812	ENSG00000163812.16	ZDHHC3	51304
ENSG00000031003	ENSG00000031003.11	FAM13B	51306
ENSG00000120709	ENSG00000120709.11	FAM53C	51307
ENSG00000126947	ENSG00000126947.13	ARMCX1	51309
ENSG00000101916	ENSG00000101916.12	TLR8	51311
ENSG00000147454	ENSG00000147454.14	SLC25A37	51312
ENSG00000164125	ENSG00000164125.16	GASK1B	51313
ENSG00000086288	ENSG00000086288.12	NME8	51314
ENSG00000172086	ENSG00000172086.9	KRCC1	51315
ENSG00000145287	ENSG00000145287.11	PLAC8	51316
ENSG00000135365	ENSG00000135365.17	PHF21A	51317
ENSG00000132313	ENSG00000132313.15	MRPL35	51318
ENSG00000174891	ENSG00000174891.14	RSRC1	51319
ENSG00000116703	ENSG00000116703.14	PDC	5132
ENSG00000176624	ENSG00000176624.12	MEX3C	51320
ENSG00000196704	ENSG00000196704.14	AMZ2	51321
ENSG00000095787	ENSG00000095787.26	WAC	51322
ENSG00000090487	ENSG00000090487.11	SPG21	51324
ENSG00000275748	ENSG00000275748.4	ARL17B	51326
ENSG00000276276	ENSG00000276276.4	ARL17B	51326
ENSG00000185829	ENSG00000185829.19	ARL17A	51326
ENSG00000228696	ENSG00000228696.11	ARL17B	51326
ENSG00000182196	ENSG00000182196.14	ARL6IP4	51329
ENSG00000276977	ENSG00000276977.3	PDCD1	5133
ENSG00000188389	ENSG00000188389.11	PDCD1	5133
ENSG00000006327	ENSG00000006327.14	TNFRSF12A	51330
ENSG00000137877	ENSG00000137877.10	SPTBN5	51332
ENSG00000184838	ENSG00000184838.15	PRR16	51334
ENSG00000182768	ENSG00000182768.9	NGRN	51335
ENSG00000130193	ENSG00000130193.8	THEM6	51337
ENSG00000110079	ENSG00000110079.19	MS4A4A	51338
ENSG00000165617	ENSG00000165617.16	DACT1	51339
ENSG00000071994	ENSG00000071994.11	PDCD2	5134
ENSG00000101343	ENSG00000101343.15	CRNKL1	51340
ENSG00000178951	ENSG00000178951.9	ZBTB7A	51341
ENSG00000105325	ENSG00000105325.15	FZR1	51343
ENSG00000135090	ENSG00000135090.14	TAOK3	51347
ENSG00000150045	ENSG00000150045.12	KLRF1	51348
